group-RTPJ	group-LTPJ	group-PC	group-DMPFC	group-MMFPC	group-VMPFC	group-avToM
0.317725038528823	0.291652757368525	-0.0296557946901552	0.428709844624912	0.47329489880215	-0.352388562598268	0.188223030339331
0.0240584361370724	0.24894234004246	-0.176056237350299	0.235997898000505	0.268764727968165	-0.423719232859514	0.029664655323065
0.33912683053486	0.390456238101366	0.221353960188669	0.172718508903186	0.305901430569284	-0.255023791670283	0.195755529437847
0.440101070237997	0.480711240325902	0.495730798719121	0.137738436414496	0.349906109684978	-0.00489978037250392	0.316547979168332
0.307120919896507	0.379274351564	0.530260864810256	-0.231271024021404	-0.214905104028499	0.015818530618841	0.131049756473283
0.244337400229655	0.220816408919594	0.44830031884152	-0.560106970816242	-0.281111419479959	-0.261120038020984	-0.0314807167210695
0.149098253736476	0.463980456781042	0.579797544113359	0.434405742885026	0.354367518236329	0.0350373067251894	0.336114470412904
0.0492800386324924	0.321014573381077	0.234169406570922	0.575890756622841	0.195040488129453	0.279645355438731	0.275840103129253
0.156117307046444	-0.031042455221823	0.0764422225466719	0.220088582187424	-0.128064487439654	0.0950811418305712	0.0647703851582724
-0.0733889909110477	-0.264000277223336	-0.123510981300193	-0.235733932641102	-0.2892665593827	-0.064435551215432	-0.175056048778968
-0.19948290813297	-0.272867543842301	-0.493109420388628	-0.274347300177852	-0.466461993517674	-0.0531006966673471	-0.293228310454462
-0.494484606128417	-0.315039168795435	-0.617790355285581	-0.205506487206102	-0.318577722940037	-0.0437303647243583	-0.332521450846655
-0.43442097026178	-0.463175867683649	-0.514364544448834	-0.022658204191909	-0.360119786654789	0.342932576278057	-0.241967799493817
-0.461983020438907	-0.423985040782056	-0.247753923461508	0.0483370831914238	0.130311663668269	0.249703215208527	-0.117561670435708
-0.143010775411754	-0.0242104252894336	0.190809404652524	0.226683724078968	0.311885162363919	0.330720142759505	0.148812872192288
-0.516468288497037	0.0311580811370889	-0.00975968921786235	-0.154910131445247	-0.0359576150378742	0.0566594812415917	-0.104879693636557
-0.542149658156089	-0.148338285524349	-0.00640284468564098	0.00632065526070813	-0.0322522493055684	0.144880641195612	-0.0963236235358879
-0.365573655441384	-0.194519575486595	-0.0258921095090592	-0.0755498629713048	0.167895772401192	0.329048607787263	-0.0274318038699814
-0.0264664847353871	-0.282860585302385	0.134350799461193	0.0853174710848761	0.17956708269678	0.213343193915493	0.0505419128534284
0.105887615434287	-0.280550395253459	-0.000714910997552101	0.151126887126105	0.533321298525398	0.527143150933169	0.172702274294658
-0.0197400754923617	-0.453842630467189	-0.079322852750229	-0.0612015508287196	0.0848984711776656	0.3900034323664	-0.0232008676657389
0.0397747115706886	-0.296052706193031	-0.545225718133771	-0.222552280363998	0.0754318912457192	0.106036818458061	-0.140431213902722
0.0107668156431989	-0.271816487972974	-0.495099960334939	-0.180359299228334	-0.0701250548983939	0.106708152599865	-0.149987639031929
0.0217206334664939	-0.0687832445287073	-0.307164890522068	-0.391494766430961	0.0158934739900056	0.405236348092369	-0.0540987409888114
0.133819302746071	0.0469208150932801	-0.00504584602063837	-0.206079588080315	-0.185473735457505	0.257037657186453	0.00686310091122422
0.163262219359228	0.0934778150208237	0.20184340847469	-0.386547454342222	-0.291443660073327	0.192512107529296	-0.00448259400525185
0.11295372082866	0.00517268680308838	0.132216817831178	-0.30266209938008	-0.303130529779516	0.0585388050733131	-0.0494850997705595
-0.024286168930493	0.0775550450084637	0.0939749544907197	0.111426241797112	-0.188650278153094	-0.24789271484541	-0.0296454867721169
-0.210082341898032	0.0144605900964261	-0.199048458466032	0.149284183890739	0.13839957127259	-0.00283903228204158	-0.0183042478977251
-0.245388886103111	0.107691562898554	-0.238379624824574	0.266021114147818	0.0940151617111686	-0.258234633424964	-0.0457125509325179
-0.211236726686313	0.0786134565278231	-0.230206394700281	0.227164275441842	0.238917454754677	0.0340015696968171	0.0228756058390942
-0.255368476959434	-0.0789300648638523	-0.185206912345522	0.0255131540352821	-0.0785816022932865	-0.190693908913345	-0.127211301890026
-0.232110368644151	-0.200089619953099	-0.278513485801123	-0.26344725876897	-0.234297721944171	-0.19234553110568	-0.233467331036199
-0.10166585065449	-0.387158783833728	-0.130645950014782	-0.447215043989321	-0.302762211881831	-0.231570463106899	-0.266836383913509
0.202849023838867	-0.0722448075904911	0.132377720553407	0.0102853315903804	-0.303974173556881	-0.260300374828507	-0.0485012133322041
0.199079150655758	0.169767037683028	0.222029424716639	0.0719775688529299	0.114091533479511	-0.0529941508118297	0.120658427429339
0.0241004185846536	0.0915080245610532	0.0411859156791109	0.213862478811761	0.209018729884577	-0.0789028090383632	0.0834621264137987
-0.20453321937052	-0.205438569892073	-0.0554630033694875	-0.021828655249839	-0.100633659766196	-0.475679974522379	-0.177262847028416
-0.100204974661057	-0.167150243872518	-0.102317105078591	-0.3457206849309	-0.285727384276556	-0.378778063087992	-0.229983075984602
0.15761573044471	0.0292893060445329	-0.0328979451317966	-0.141001500915948	-0.0854278086730225	-0.306701842326272	-0.0631873434262994
-0.0617079383678122	0.00217670805646043	-0.109542723013187	-0.287208908394764	-0.33480381568972	-0.442290131391242	-0.205562801466711
-0.171959611303205	0.0192802485077524	0.146162968752409	-0.299141406911345	-0.42778819019003	-0.276975883479752	-0.168403645770695
-0.0193765779283669	0.255337453245802	0.322374815231372	-0.0599548378957424	-0.0365078997296478	-0.195311674668423	0.0444268797091657
0.00463189323037649	0.0166778378666692	0.180398936938434	-0.17672694861328	-0.0479453243980983	-0.0847431600970393	-0.0179511275121563
0.343816443103654	0.358590416728466	0.492487426322747	0.126616819604173	0.18508037394539	0.0897995323597115	0.266065168677357
0.518905032172075	0.59744769990056	0.47502997911826	0.713851502232298	0.624584218050888	0.504991263634429	0.572468282518085
0.252175423034015	0.667664571568059	0.223684927114346	0.770314710922354	0.554652353031517	0.400717709095161	0.478201615794242
-0.0383574729001667	0.214905996226555	-0.0694829704285822	0.518018087803921	0.375247304252504	-0.0262563813570439	0.162345760599531
-0.149422746605791	-0.190711456283851	-0.333903285295604	0.03647602749171	-0.066474999904153	-0.3334387142658	-0.172912529143915
-0.139314365764426	-0.122389181051626	-0.100892584745857	-0.337631748782923	-0.252079801419632	-0.243557803240463	-0.199310914167488
0.238889968640501	-0.00958381160641082	0.528281738683388	-0.200397843991966	0.0207476115657425	0.17184722302304	0.124964147719049
0.499768464206613	0.0391447689195373	0.614148091283784	-0.0617530739526121	0.0604575235278723	0.140312855850544	0.215346438305956
0.521627423071757	0.305763721671001	0.564959319040559	0.177069639567227	0.231170828659963	0.438401369739995	0.373165383625084
0.611535697289137	0.250315259610506	0.507512996825103	0.304870289916655	0.376822447925266	0.652729534286515	0.450631037642197
0.225669111308498	0.353753372247003	0.204276898469874	0.240980318068472	0.232774160359289	0.380480398638747	0.272989043181981
-0.307898643553572	-0.150527811232564	-0.518687572618894	0.158541551392847	-0.178905771551323	-0.238287550834449	-0.205960966399659
-0.398427959381937	-0.199638380444831	-0.69311828181775	0.174841897704925	-0.251460432058647	-0.329604704650731	-0.282901310108162
-0.213439077093644	-0.184719023302009	-0.549594293874412	0.214194029556594	-0.0800897828069799	-0.433200482358873	-0.207808104979887
-0.0601592793864366	0.0409509035177922	-0.40813977775707	0.221373862400476	0.195262720817559	0.091257236392988	0.0134242776642182
-0.0581005017961662	0.111276710700359	-0.374531821699479	0.145951566714241	0.290271400346127	0.348760274059824	0.0772712713874844
-0.145135599393015	-0.158898037708723	-0.350896375442208	-0.116991039792662	-0.0190031037685081	0.206689318456714	-0.0973724729414003
0.322006037590267	0.133316123946193	0.064549745135936	-0.0374770145311183	-0.0194720464480731	0.234192839093025	0.116185947464372
0.423522156079255	0.348223955571975	0.392454988705857	0.0121615530183624	0.109840582793421	0.266404058463652	0.258767882438754
0.390164843352272	0.341613979721836	0.596109626738717	0.200640208939193	0.141325854937106	0.229144651539437	0.316499860871427
0.37614343911456	0.176092740734975	0.605035642642418	-0.156682789814313	0.0855719360688298	0.294307938195183	0.230078151156942
0.270232589456728	0.172012184158451	0.671852991612813	0.0735731136731934	0.370693680493505	0.418949132938198	0.329552282055482
0.178208073329492	0.0619748024608159	0.150580883919522	0.144756066875261	0.387628446309719	0.245792782608541	0.194823509250559
0.200475524143065	0.0359670948156039	-0.0850890524374607	0.376151291903978	0.296757794644972	0.440191820164677	0.210742412205806
0.030875690130797	0.163108125447863	-0.000991977398306889	0.313678019291853	0.0572765362456335	0.0306864925306652	0.0991054810414174
-0.309891944482221	-0.0299900014041285	0.0620047128870656	0.212607317241519	0.181546256193017	-0.121975233339829	-0.00094981548409608
-0.855499371212676	-0.439761077519681	-0.339860424338932	-0.475976968216955	-0.241303799053274	-0.453454899791552	-0.467642756688845
-1.25297354658808	-0.937952852404629	-0.786053417184774	-0.803256065602624	-0.657555109330344	-0.320103486354369	-0.792982412910803
-1.06604209673808	-0.961119839453713	-0.987822242544924	-0.691880956210928	-0.646875788116335	-0.438865955936257	-0.798767813166707
-0.53773857631651	-0.687016390166316	-0.684171020551538	-0.383790448303634	-0.42514092274824	-0.412599508535129	-0.521742811103561
-0.269979333969154	-0.356263076700184	-0.478079323820566	-0.610897887810504	-0.532823555052391	-0.426565290300318	-0.445768077942186
-0.240708765916793	-0.354238825652083	-0.257872474447286	-0.574374162106914	-0.376211384885198	-0.487610714564937	-0.381836054595535
-0.156186252361319	-0.244771229982783	-0.203958890090664	-0.678202859382268	-0.594780673253691	-0.177224253797344	-0.342520693144678
0.1742775941674	-0.162189886453544	0.0757544334592337	-0.191081505018996	-0.244894344553007	-0.288749330138624	-0.106147173089589
0.161116189863733	0.159300610030036	0.223554634463757	0.0781108985290402	0.0347469155484042	-0.0614883740382743	0.0992234790661162
-0.135210940835442	-0.160744099325262	-0.0452446573188505	0.0343944633348076	-0.165707583275911	-0.0605285289670633	-0.0888402243979536
0.153315672757198	-0.166108561923837	0.0106018601664184	-0.197727620448782	-0.373801191877102	0.0629298355817443	-0.0851316676240602
0.180480110132272	-0.0855752753427837	0.139852940466929	-0.0735209637163217	-0.356845312783034	-0.167018076648483	-0.0604377629819035
-0.0307713976099347	-0.127759704761257	0.155564396461611	-0.0347835636586462	0.040167449250204	-0.0601135684324925	-0.00961606479175251
-0.274651043223851	-0.368053246438982	-0.150792338960784	-0.300668413352656	0.177258344904706	-0.0905138369843101	-0.167903422342646
-0.241527853513273	0.0875369137838474	-0.225346437488866	-0.0668553406467495	0.0115436772508003	-0.0750996152016578	-0.0849581093026499
-0.059297760119184	0.3247338610394	-0.355435328630887	0.0916048795751554	0.116252164717386	-0.155367101523794	-0.00625154749032061
-0.267122299231627	0.296960005383826	-0.454341609908697	0.342322811918603	0.188826096879464	-0.357922723838414	-0.0418796197994742
-0.386401687388806	-0.204657687357646	-0.551114892562954	0.153362252562054	0.00768569699000526	-0.198220509922132	-0.196557804613246
-0.1559661915236	-0.28468155928759	-0.258571304928626	0.254589180328969	0.0284756609800105	-0.0160206843908906	-0.0720291498036212
0.136735589579557	0.0919048075198506	0.0121282499409042	0.587070848673484	0.27741797636377	0.28139938766198	0.231109476623258
0.545242703536944	0.614465237775516	0.510255855982276	0.461053140743869	0.301743111742503	0.33554728249059	0.461384555378616
0.577345915639228	0.551910104658192	0.823018343806393	0.0317113022565156	0.100004110817699	0.42164872915854	0.417606417722761
0.68502385242212	0.595952367122686	1.04290735748225	0.211431789380146	0.102226759145714	0.512963577205751	0.525084283793111
0.761907699282077	0.53349757635156	0.791706155564926	0.116295825084084	0.280024681714771	0.283170466270551	0.461100400711328
0.869635985795029	0.636721775472912	0.819241223098783	0.654419881308608	0.765508407739444	0.40790205496243	0.692238221396201
0.898440634944222	0.912872961837497	0.945244588172419	0.723553379316997	0.843638835225561	0.165815137361543	0.748260922809706
0.706813125528599	0.868826547776659	0.687688076538585	0.798597257430725	0.833566705912878	0.351675182853823	0.707861149340211
0.449527874786412	0.562441868396891	0.30770786388449	0.53865307865196	0.622209668431741	0.464201238252419	0.490790265400652
0.257717691423413	0.137850842975181	0.215763074652997	0.134501332027366	0.337244086240732	0.220090196763998	0.217194537347281
0.154109804811385	-0.147632228199236	0.0586731998204777	-0.274518706297059	-0.164579706673529	0.228825905684096	-0.0241869551423108
-0.0667372759485559	-0.338259639146159	-0.245355661626563	-0.230995764546371	-0.212039335377213	-0.1396907997083	-0.205513079392193
0.0981826338370424	-0.0977282407459911	-0.0306357007199512	-0.123661032842853	-0.185292218743358	0.17966402909109	-0.0265784216873368
0.199176843561871	0.00248080358768498	0.0359609344070307	0.107332983010095	0.126344228675638	0.0949997930403092	0.0943825977137715
-0.0496491515754336	-0.0844740281306937	-0.0555228267054697	0.126478624010436	-0.0388937190573173	0.0814983271605989	-0.00342712904964659
-0.250180038640274	-0.152475360690174	-0.183190660557616	0.12215526270006	-0.358811857241101	-0.196464207596415	-0.169827810337587
-0.356439553697453	-0.282521596142032	-0.432738577803075	0.0430573592610202	-0.381414759133394	-0.524633190472302	-0.322448386331206
-0.569421646176007	-0.483534197590382	-0.476940168286715	-0.275886489778127	-0.328956929733366	-0.548386722524886	-0.447187692348247
-0.451837897905663	-0.54658806679192	-0.530073469751043	-0.754709687143812	-0.445064849941441	-0.346570653074077	-0.512474104101326
-0.621226502523279	-0.332248627981112	-0.821480204362461	-0.592388503220601	-0.290277679554682	-0.172599381028436	-0.471703483111762
-0.144055473050195	0.0383910374506971	-0.137121151512839	0.0468581193082384	-0.0108837928617448	0.0207949756377469	-0.0310027141713494
-0.267712348667034	0.0692226859238972	-0.112040893290537	-0.204776190121306	-0.313578420382044	-0.129260652351388	-0.159690969814735
-0.281714090340445	-0.334986778971233	-0.204093289506436	-0.54212942651466	-0.527251305507415	-0.462827586076996	-0.392167079486198
-0.0883434566696757	-0.321784131672249	-0.325434494586175	-0.44728145554552	-0.429788739326703	-0.446976896222592	-0.343268195670486
0.234700351413997	-0.138864483047809	-0.057573108083416	-0.437545743468084	-0.373326066039476	-0.24345827969091	-0.169344554819283
0.00290153642318802	-0.149667281979338	0.155093683468604	-0.0487422009609946	-0.119759515198354	0.0608484969578257	-0.0165542135481782
-0.688267527533832	-0.412379499228847	-0.270772478096164	-0.309509765958524	-0.221669720946882	-0.0913704857403226	-0.332328246250762
-1.21610312390686	-0.869544952129279	-0.826757912562251	-0.487190810202496	-0.320782910910042	-0.262152208358533	-0.663755319678244
-1.14885857715003	-0.823800916777891	-1.09494661938627	-0.456098023431146	-0.256118333589511	-0.452091543056791	-0.705319002231941
-1.0256428488958	-0.59618217568601	-0.867208912537569	-0.154904949161292	-0.054196057292817	-0.480535734134713	-0.5297784462847
-0.293102349805439	-0.0184871607397862	-0.126623724471492	0.267213474125048	0.274935765330114	0.00417675557384878	0.0180187933353824
-0.169014138525006	0.08398003811166	-0.0127479640657555	0.643293471024699	0.228279366529775	0.0296664518809233	0.133909537492716
0.214802814023026	0.323813778190919	0.134228565722361	0.358144386232345	0.208053745511124	0.297712551247899	0.256125973487946
0.289278222574483	0.308794678457157	0.507618061590119	0.285917450962746	0.278913417524727	0.517882017514502	0.364733974770622
0.650175382126323	0.434470763261108	0.66736313932793	0.117494392341532	-0.0822872608339556	0.543395938302695	0.388435392420939
0.450669962536641	0.332656987483396	0.826961247927801	0.189237974393359	0.0448211693706642	0.39189095312023	0.372706382472015
0.495071720503049	0.279898918359347	0.51156394678754	-0.102721596419893	-0.00459349140088069	0.238877607447856	0.23634951754617
0.547442528742479	0.323896198299443	0.277364964826609	-0.0759495189280332	0.153377895501007	0.0440554763854415	0.211697924137824
0.738671963606156	0.290455621173198	0.378039171825587	0.0468682539065961	0.283690457946616	0.00995511171884368	0.291280096696166
0.707997822384162	0.240622265770514	0.501334792866259	0.0382460221371227	0.386782776336956	0.184130445757531	0.343185687542091
0.808888026039287	0.730159511816508	1.10616617448963	0.476212099669162	0.719491027499009	0.490637171177646	0.72192566844854
0.897004380299798	0.927982071432237	1.13139223081649	0.545896563106694	0.837182668339136	0.522746191292455	0.810367350881136
0.583739500025546	0.487781388975886	0.822945560838097	0.551367792838548	0.518071425880631	0.371028560477371	0.555822371506013
0.194813949596315	-0.172201418621753	0.0948335676965012	0.267510398406438	0.204405977181201	0.151171958340659	0.123422405433227
-0.415299358129161	-0.947846999316474	-0.775627085296118	-0.111785148347332	-0.385316413660519	-0.441155598007345	-0.512838433792825
-0.237724652759832	-0.662331588679453	-1.07455699330267	-0.256781416549034	-0.213139166931805	-0.400982921827872	-0.474252790008445
-0.230127763462495	-0.376025030996532	-0.981252867909932	-0.180358427839747	-0.129754925979901	-0.224486637127313	-0.353667608885986
-0.436963278749101	-0.30809839230588	-0.837646622614972	-0.355816172085996	-0.385949419716992	-0.168474468586556	-0.41549139234325
-0.406262626960789	-0.180747979750008	-0.415804133246768	-0.202613008947029	-0.213580077220138	-0.0275824913585526	-0.241098386247214
-0.0774989246259368	0.199848763883073	0.131825542040193	-0.0917772463577717	-0.197317349115578	-0.278987026900672	-0.0523177068461154
0.16223980920213	0.228501084582663	0.504512900588672	0.0987212933444359	-0.0549677063100426	-0.226680273771589	0.118721184606045
0.0258817292364879	-0.0467956843305728	0.241830810241259	0.111206507957848	0.0506325581811836	0.000512306014850826	0.0638780378835094
-0.257365976989476	-0.498581945166502	-0.417673866225212	0.0482886293764505	-0.0886734133807157	-0.174985875635692	-0.231498741336858
-0.0689276037397502	-0.371692361195836	-0.712811853529468	0.00449329931635917	-0.0968305196769899	-0.103763957538734	-0.224922166060736
0.294467618408319	-0.0931124419613481	-0.569617374888845	0.02506632990017	-0.265481565175515	-0.08618298519505	-0.115810069818712
0.135319519082535	0.094661106821457	-0.0875906112831021	-0.256181510845605	-0.315083548882973	-0.183248333130934	-0.102020563039771
0.0218016271796668	0.267395436267793	-0.0775045012479165	-0.36882103867205	-0.367659608699222	0.110162629580156	-0.0691042425985954
-0.0614005218053739	-0.0674599682056484	0.0883489066016502	-0.576378219814657	-0.625030670280506	-0.220984525020553	-0.243817499754181
0.0659979324239765	0.0951559907696644	0.303320487782081	-0.243284067212459	-0.297244778089817	-0.264276718747455	-0.0567218588456683
0.0499908152541611	0.544821450749017	0.639213692549847	0.171430933679142	0.101227830140475	0.0511406759106432	0.259637566380548
0.0417015286092465	0.78454486889503	0.825707381468806	0.591371798230849	0.371569818224271	0.463690835100068	0.513097705088045
-0.0548094540381636	0.669322742552245	0.716619979059157	0.438119800523351	0.230600802108402	0.401795914912746	0.40027496418629
-0.183438307185564	0.367570780264932	0.336413937229164	0.278787872444583	0.429320811363385	0.169465706797051	0.233020133485592
-0.120972671039613	0.204647403661497	0.242681957632636	0.431339402360875	0.518783862689902	0.147170232096029	0.237275031233554
-0.0813843332931392	0.321297299604088	0.234260965251087	0.486837178561259	0.846520581506139	0.0717006778425859	0.313205394912004
-0.0464998696148237	0.122679121193733	0.153965512549436	0.418286746953368	0.776002980827233	0.385234244066723	0.301611455995945
-0.118031322617599	-0.0538770304148699	-0.0160719250825089	0.0166037829106649	0.459166226275915	0.211912202928658	0.08328365566671
-0.0989146390372159	-0.0249821311081232	-0.222038484547435	0.204590847896018	0.211866890027286	-0.194255874072255	-0.020622231806954
-0.629164777066189	-0.457828647125613	-0.713651919083236	-0.243019338434453	-0.41010435470984	-0.719606339075964	-0.528895895915882
-0.63540541524486	-0.577353093201352	-0.70012244754083	-0.060136005192749	-0.400464970806272	-0.854883537897064	-0.538060911647188
-0.315517899113432	-0.46180856595534	-0.399111124250446	-0.0957392922363087	-0.201539949120172	-0.545365683352416	-0.336513752338019
-0.161772363167959	-0.471805998774202	-0.125246223158266	-0.09171183137228	-0.0863026755694588	-0.244709239676459	-0.196924721953104
0.192703184332334	-0.322155079533312	0.359806656453781	0.0215882975258448	-0.132114187961733	0.0655457774104829	0.0308957747045664
0.468107673593682	-0.0870116428942431	0.600164806744116	0.00646850581219657	0.0739085234978817	0.128082594782749	0.198286743589397
0.60060825294209	-0.0144230124475346	0.677059462369513	-0.714672796893967	-0.381471685074083	0.191787835275628	0.0598146760286077
0.355589283968384	-0.267715959676756	-0.142104127245844	-0.378818130823432	-0.415909092846995	0.272961661676251	-0.0959993941580653
0.478764984679157	0.0961581616480256	-0.33452582763062	-0.286134196840266	-0.594400119261696	0.0814054514501618	-0.0931219243258727
0.12522487883129	0.29371677548119	-0.290834098989736	-0.158013053772769	-0.110328031649615	0.233752223154751	0.0155864488425188
-0.114794814201742	0.337692390692984	-0.257082672745296	0.0077064227634085	0.0553214452484645	0.245575230999848	0.0457363337929446
